535512	published by lucasarts and developed by totally games the game is composed of 15 objective based missions set in 1940s european north african and the pacific theatres of war the story was written by derek chester the music was composed by michael giacchino the player assumes the role of james chase an american who has volunteered to serve as a fighter pilot in the royal air force starting in may 1940 after displaying above average skill and bravery during the evacuations at dunkirk he is transferred to the battlehawks a special unit in the raf that operates under prime minister winston churchill s special operations executive the battle of britain north africa china the battle of midway the eastern front norway and germany are all featured in one or more missions the final mission of the campaign is on june 6 1944 with the battlehawks flying air support as operation overlord begins the overall goal of the battlehawks throughout the campaign is to halt the most insidious plans of the third reich the player s principal opponent is the luftwaffe in particular the battlehawk s counterpart the elite squadron of top german pilots known as nemesis similar to the real	published by lucasarts and developed
2264396	formed in the summer of 1941 the division fought in the battle of moscow the battle of kursk the battle of smolensk and the battle of berlin the 283rd was disbanded in 1946 after the end of the war the 283rd began forming from reservists on 15 july 1941 at shchigry in the orel military district its basic order of battle included the 856th 858th and 860th rifle regiments as well as the 848th artillery regiment in early september it was sent to the front where it was assigned to arkady yermakov s operational group of the bryansk front in october during operation typhoon the german assault on moscow the 283rd was transferred to the 3rd army with which it served during the rest of the war with only one small interruption after the bryansk front was disbanded the division became part of the southwestern front in late 1941 in february 1942 the 848th artillery regiment became the 9th guards artillery regiment the division was later transferred back to the new formation of the bryansk front with which it served until october 1943 in late 1943 the 283rd fought in the operations that forced the german army group centre to	formed in the summer of 1941 the
1905721	the king s african rifles kar responsible for the defence of the whole of british occupied east africa with the somaliland camel corps and sudan defence force numbered just 2 900 men in 1939 compared with the 250 000 italian colonial troops in the region a drought in 1939 40 and accompanying crop failure known at the time as the famine of the italian also encouraged kenyans from the agricultural akamba in eastern kenya who had not traditionally joined the army in large numbers to enlist enemy aliens in the colony were interned or placed under supervision while the feared large scale invasion did not occur smaller incursions into kenya were conducted in concert with similar operations against sudan in the summer of 1940 kenya saw combat between commonwealth forces and italy the first action of the east african campaign was the italian bombing of the south rhodesian air base at wajir on 13 june italian troops advanced from ethiopia into moyale and took fort harrington after heavy fighting by the end of july they had advanced almost into kenya and occupied buna and dabel halting their advance due to concerns about the poor supply situation these areas remained under	the king s african forces were
2449943	born in a poor peasant family he fought in world war i and the hungarian romanian war and reached the rank of major in 1921 he was admitted to the military academy and by 1940 he had reached the rank of major general he commanded the 25th august 1939 and 20th division june 1940 and 8 days after the start of operation barbarossa he took over the command of the 21st division with his division he fought bloody battles against the soviets including the battle of tiganca and the siege of odessa 1941 dascalescu had distinguished himself and was promoted to lead the 2nd romanian corps which was part of in the third army his corps was present at the battle of stalingrad and was overrun by numerical superior forces during operation uranus the remnants of the corps were withdrawn to romania to be rebuilt and to protect the northern border after king michael s coup on 23 august 1944 the 2nd corps turned against its former german allies took 10 500 prisoners and participated in the advance in transylvania as part of the fourth army under command of gheorghe avramescu he temporarily replaced avramescu at the head of the	born in a poor peasant family he
424270	robinson studied art at ballarat high school from 1955 to 1956 after graduating he began working as an art instructor eventually becoming head of the painting department at the brisbane college of advanced education in 1982 in 1989 he retired to work full time on his paintings robinson held his first exhibition in 1967 he rose to international prominence as a part of the exhibitions australian perspecta in 1983 and the sixth bienniale of sydney in 1986 the metropolitan museum of art has several of his works in their collection as does the national gallery of australia and several smaller australian galleries he has won the archibald prize for portraiture twice first in 1987 for equestrian self portrait then in 1995 for self portrait with stunned mullet he has also won the wynne prize for landscape painting in 1990 the rainforest and 1996 creation landscape earth and sea robinson released a solo exhibition landscapes which consisted of oil paintings which showed fragments of the australian bush in various perspectives in 2009 robinson was the subject of a documentary by filmmaker catherine hunter william robinson a painter s journey traces the places that have inspired the artist from his early farmyard	robinson studied art at ballarat
2251286	he also dealt with the security control of own key procedures through research and revelations exposed by two polish officers late in the war he recognized the true cryptographic weaknesses of the enigma rotor cipher key machine used by the german armed forces to encrypt their secret communications in world war ii buggisch graduated from the ludwig georgs gymnasium lgg in darmstadt in 1928 he studied pure mathematics and physics and the subsidiary subject applied mathematics at the technische universit t darmstadt in 1938 buggisch was promoted to dr rer nat with a mathematical dissertation titled on the rarity of equations with affect german ber die seltenheit der gleichungen mit affekt which was supervised by udo wegner at the technische universit t darmstadt during the war buggisch held the military rank of a sergeant in group 7 vi at okw chi from may 1940 to july 40 dbuggisch was posted to a wireless telegraphy abbr w t listening interpretation station colloquially out station or intercept station of army group c in bad schwalbach bad kreuznach saarbr cken buggisch was working with hauptmann mettig a signals officer who became second in command of okw chi the mathematician hauptmann wolfgang franz and	he also dealt with the security control
1260265	she was sunk by a german torpedo attack in april 1944 during exercise tiger lst 507 was laid down on 8 september 1943 at jeffersonville indiana by the jeffersonville boat machine co launched on 16 november 1943 sponsored by mrs raymond c fuller and commissioned on 10 january 1944 exercise tiger was a pre invasion exercise carried out off the coast of southern england in april 1944 after having taken on its complement of personnel and vehicles at brixham the lst joined the end of a convoy at torquay just after 0200 whilst circling lyme bay the convoy was attacked by a group of german e boats lst 507 was the first to be hit by a torpedo at 0203 and had to be abandoned by 0230 it partially floated till dawn and then the bow was sunk by fire from a british destroyer it was the only lst out of the three hit of which two sank to go up in flames 424 us army and navy personnel were killed on board out of the total of 749 us personnel who died during exercise tiger the army units were 478th amphibious truck company 557th quartermaster railhead company 33rd chemical	she was sunk by a german
2043462	formed in 1943 they consisted mostly of conscripted lithuanians with only a small number of germans in total about 2 500 3 000 men served in the battalions they were attached to german engineering units under the army group north they were sent to the eastern front where they constructed and repaired roads bridges bunkers anti tank obstacles and other military fortifications they were labor not combat units though they engaged soviet partisans on several occasions a few times lithuanian formations were used to plunder and burn russian villages according to german scorched earth tactics the battalions were disbanded and absorbed by various other units in 1944 after the major defeat at stalingrad in early 1943 nazi germany expanded its recruitment efforts to non germans the efforts to form a lithuanian waffen ss legion failed and the lithuanian territorial defense force was disbanded german officials then shifted their strategy in an attempt to form auxiliary units the process was supervised by major general emil just 1885 1947 chief military commandant in occupied lithuania his proclamations were better received by the lithuanians the wehrmacht was still somewhat respected unlike the ss or the civil administration generalbezirk litauen the propaganda also exploited	formed in 1943 they consisted mostly of
323224	it followed directly on from the tank cruiser mk iii a13 mk i the first mk ivs were mk iiis with extra armour fitted to the turret later mk ivas were built with the complete extra armour the tank was used in france in 1940 and in the early part of the war in north africa before being withdrawn from service in total 955 of these tanks were built britain became interested in fast tanks after observing the soviet bt tanks during the 1936 red army manoeuvres the bt was based on the revolutionary designs of american j walter christie and a team from morris motors was sent to the united states to purchase a christie tank and the rights to build more the tank became known as the a13e1 and was delivered in late 1936 but the hull was too small and this led to a second british built prototype the a13e2 was built to mount the turret of the vickers designed cruiser tank mki a9 this carried a 40 mm ordnance qf 2 pounder gun and a co axial 303 water cooled vickers machine gun the drive train was also revised with the road wheels no longer powered	it followed directly on from the tank
2381440	jews were blamed for slovakia s territorial losses to hungary and were targeted for discrimination and harassment including the confiscation of property and businesses the exclusion of jews from the economy impoverished the community and caused social problems which encouraged the government to conscript them for forced labor in 1941 the slovak government negotiated with nazi germany for the mass deportation of jews to german occupied poland between march and october 1942 57 000 jews were deported to auschwitz concentration camp and the lublin district of the general government only a few hundred survived the persecution of jews resumed after august 1944 when germany invaded slovakia and triggered the slovak national uprising another 13 500 jews were deported and hundreds more were murdered in slovakia by einsatzgruppe h and the hlinka guard emergency divisions a total of 68 000 to 71 000 slovak jews were murdered more than 80 percent of the prewar population survivors faced renewed antisemitism and difficulty regaining stolen property most emigrated although the one party postwar communist regime banned discussion of the holocaust the ban was removed after the 1989 velvet revolution the participation of the slovak state in the holocaust remains a contentious issue in	jews were blamed for slov
137488	it was tasked with sweeping several targeted towns in the area of southwest germany designated to the french first army including hechingen bisingen haigerloch and tailfingen operating behind german lines the u s task force successfully carried out its mission of seizing or destroying all project related assets and capturing its top scientists in the last week of april and first week of may 1945 shortly after the liberation of paris it was decided to bomb german nuclear facilities wherever they lay in order to deprive the soviet union of their technology and personnel unless american troops could get to them first worried that french forces might beat the us to werner heisenberg s laboratory in hechingen alsos chief lt col boris pash hastily organized a flying column of combat engineers from the 1269th engineer combat battalion the u s sixth army group s t force intelligence assault force task force a his team reached horb three days later and headed for haigerloch while the french forward troops occupied themselves with looking for members of the vichy government twenty miles deeper into w rttemberg in the sigmaringen enclave pash and his engineers accompanied by the sixth army group s chief	it was tasked with sweeping several targeted
801829	the u boat was laid down on 18 september 1941 by bremer vulkan at bremen vegesack launched on 24 june 1942 and commissioned on 19 august under the command of oberleutnant zur see karl heinrich harlfinger during its career the submarine failed to sink or damage any vessels but neither did it lose any crew members prior to its sinking on 25 june 1944 german type viic submarines were preceded by the shorter type viib submarines u 269 had a displacement of when at the surface and while submerged she had a total length of a pressure hull length of a beam of a height of and a draught of the submarine was powered by two germaniawerft f46 four stroke six cylinder supercharged diesel engines producing a total of for use while surfaced two aeg gu 460 8 27 double acting electric motors producing a total of for use while submerged she had two shafts and two propellers the boat was capable of operating at depths of up to the submarine had a maximum surface speed of and a maximum submerged speed of when submerged the boat could operate for at when surfaced she could travel at u 269 was	the u boat was laid down on
1681890	formed in 1905 the sp s was commonly known as the north bank road or north bank road road being short for railroad during the period in which these buildings were in use the portland buildings passenger facilities were also used by the oregon electric railway after that railway was acquired by the sp s located in what is now known as the pearl district the buildings were listed on the national register of historic places in 1996 they were in use by the sp s and its successor burlington northern railroad from 1908 until the 1980s only the east building was used as a passenger station and this usage lasted from 1908 until 1931 the two matching two story brick buildings face one another on opposite sides of nw 11th avenue immediately north of hoyt street the east building being at 1029 nw hoyt street and the west at 1101 nw hoyt historically they were known as the east and west freighthouses of the spokane portland seattle railway in references to passenger services the east building was formally referred to as the north bank station or north bank passenger station but alternatively was known by various other names including	formed in 1905 the sp s was
1679225	it had been developed by american military forces in the early 1960s three long distance railway lines were constructed in liberia mainly for the transport of iron ore from mines to port facilities of about in total length they were the mano river railway the lamco railway and the bong mine railway respectively all three of these lines were later closed down due to the effects of the two liberian civil wars 1989 1996 and 1999 2003 as of august 2010 only the bong mine railway had been restored to operational condition in the 19th century liberia found it difficult to get foreign loans which made infrastructure projects almost impossible under the presidency of edward james roye a plan was drawn up to find foreign capital to build a railway into the interior in 1871 but after roye s assassination the funds were directed elsewhere and the railway was never built as early as the 1920s the establishment of railways was envisaged as part of the economic development of liberia s mineral resources these railways would have been constructed by the british liberian development company the national bankruptcy of liberia and the intervention of the u s firm firestone tire	it had been developed by american
744173	naval vessel to be named for felis silvestris originally projected as the liberty ship tanker ss leon godchaux however before her construction began the ship was allocated to the navy she was classified as ix 130 an unclassified miscellaneous vessel and renamed wildcat on 27 october 1943 and acquired by the navy under a bareboat charter from the war shipping administration her keel was laid down under a maritime commission contract z et1 s c3 mce hull 1934 on 16 november 1943 at new orleans louisiana by the delta shipbuilding company she was launched on 7 january 1944 sponsored by mrs leonie godchaux mayer reclassified aw 2 on 4 february 1944 delivered to the navy at new orleans on 16 february and commissioned as uss wildcat aw 2 the following day 17 february 1944 soon thereafter the ship was shifted to tampa florida for hull alterations by the tampa shipbuilding company and was decommissioned at key west florida on 10 april 1944 at the naval operating base there wildcat underwent the balance of the conversion from tanker to water distilling ship into the autumn of 1944 she recommissioned at key west on 15 october 1944 with lieutenant commander george h	naval vessel to be named for
659277	on 22 june 1941 the axis powers invaded the soviet union in august odessa became a target of the romanian 4th army and elements of the german 11th army due to the heavy resistance of the soviet 9th independent army and the rapidly formed separate coastal army supported by the black sea fleet it took the axis forces 73 days of siege and four assaults to take the city romanian forces suffered 93 000 casualties against red army casualties estimated to be between 41 000 and 60 000 on 27 july 1941 hitler sent a letter to general ion antonescu in which he recognised the romanian administration of the territory between the dniester and the bug rivers the romanian third army had already crossed the dniester on 17 july lieutenant general nicolae ciuperc s fourth army advanced over the river on 3 august with the 5th corps comprising the 15th infantry division and 1st cavalry brigade joined by the 1st armored division on 8 august the romanian general staff issued the operative directive no 31 instructing the 4th army to occupy odessa off the march it was thought that the city garrison which was heavily outnumbered would surrender quickly odessa	on 22 june 1941 the axis
2383445	completed in 1942 the boat was briefly assigned to norway in early 1943 before she was transferred to france in july t24 was unsuccessfully attacked by allied motor torpedo boats and aircraft during her voyage down the english channel and then came to the aid of a convoy being attacked by allied destroyers later that year she escorted blockade runners and axis submarines through the bay of biscay the boat played a minor role in the battle of the bay of biscay and was lightly damaged during the action of 26 april 1944 during the subsequent battle t24 sank a canadian destroyer and was damaged when she later struck a mine she played a minor role in the battle of ushant in june and was then damaged defending a convoy in august in the bay of biscay t24 was sunk off the french coast later that month by allied fighter bombers the type 39 torpedo boat was conceived as a general purpose design much larger than preceding german torpedo boats the boats had an overall length of and were long at the waterline they had a beam of a draft of at deep load and displaced at standard load and	completed in 1942 the boat was
833984	during the second world war he was evacuated to samarkand with his mother and an older brother although over the draft age his father volunteered for active duty and was killed in action in 1943 turovsky attended the art school in samarkand his classmates included ilya kabakov later a noted conceptualist artist turovsky returned to kiev in 1944 and continued his studies at the shevchenko state art school he later graduated from kiev art institute where he studied under tetyana yablonska in 1960 he continued his postgraduate studies at the moscow academy of art from 1965 until 1968 turovsky commenced a prolific creative career in 1957 participating in numerous exhibitions of ukrainian art in kiev moscow as well as in many traveling exhibitions to europe and latin america in 1962 he became a member of the union of artists of ussr mikhail turovsky forsook his official career for the sake of creative freedom and emigrated with his family to the united states in 1979 the turovsky family first settled in the bronx and he resumed his work there after that important move his career developed rapidly his international reputation grew as he exhibited in new york jerusalem paris brussels madrid	during the second world war he was
2130769	it defended north west england during the blitz increasing concern during the 1930s about the threat of air attack led to large numbers of units of the part time territorial army ta being converted to anti aircraft aa gun and searchlight roles in the royal artillery ra and royal engineers re and higher formations became necessary to control them one such formation was the 4th aa division raised on 1 september 1938 in western command with its headquarters at chester the first general officer commanding goc was maj gen hugh martin the aa divisions were unlike field formations they were established to organise training and later exercise operational command in the static conditions of home defence but relied entirely on the home forces commands for logistic support supplies and heavy repairs they came under the operational control of raf fighter command the 4th aa division was initially responsible for the industrial areas of the north west and west midlands of england and north and south wales at first it consisted of two brigades the existing liverpool based 33rd western aa brigade transferred from the 2nd aa division and the newly formed 34th south midland aa brigade based at coventry shortly	it defended north west england during
1701714	it was a revitalisation of the mi dzymorze concept proposing the creation of a federation based on poland and czechoslovakia the project had less support in the czechoslovak government in exile which believed it did not need polish support against the soviet union and was eventually sunk by the growing soviet dominance as joseph stalin did not want a strong and independent federation in europe that could threaten his designs for eastern europe soon after the polish defeat in the polish september campaign both the polish and czechoslovak governments czechoslovakia having been reduced to a german puppet state following the munich agreement formed in exile in the west however despite a common enemy czechoslovakia poland relations were less than friendly because of polish czechoslovak border conflicts the polish government aimed to revitalize the mi dzymorze federation concept and to create a strong federation of states in central and eastern europe revolving around poland and czechoslovakia as a barrier to further german and soviet aggression the czechoslovak government initially split between two groups those of milan hod a and bene was tentatively supportive of the idea at least publicly czechoslovak politicians hod a and jan masaryk both wanted a confederation bene	it was a revitalisation of the
422429	launched as ss fort necessity on 28 february 1943 by the sun shipbuilding dry dock co chester pennsylvania under a maritime commission contract sponsored by mrs w taylor acquired by the navy on 17 march 1943 and commissioned on 20 april 1943 commander p g beck usnr in command it was named for a river in arkansas sailing from norfolk to baytown texas to load kerosene gasoline and fuel oil in july 1943 cossatot sailed from norfolk on 6 august to fuel convoy escorts during their passage to casablanca returning to norfolk on 14 september she made seven such voyages from norfolk to the north african ports of casablanca oran and bizerte between 4 october 1943 and 30 november 1944 cossatot put to sea from norfolk again on 28 december 1944 bound for the pacific she loaded diesel oil fuel oil and gasoline at aruba netherlands west indies and arrived at pearl harbor on 30 january 1943 she operated from saipan from 12 february fueling ships of the 6th fleet until 3 march when she began operations from ulithi cossatot sortied as a part of tg 60 8 the logistics group for the 6th fleet for operations off iwo jima	launched as ss fort necessity on
1482104	a meeting was arranged between junkers and heinkel engineers and after the meeting they began work on the project named 1075 01 21 the designer professor heinrich hertel planned a test flight in late 1945 at the end of 1944 the germans reviewed aircraft designs with the japanese military among other projects the do 635 impressed the japanese military with its capabilities and design this design consisted of two do 335 fuselages joined by a common centre wing section with two rb 50 cameras in the port fuselage for aerial photography armament was confined to provision for five photo flash bombs the mainwheels were common with ju 352 wheels it was also intended that two monopropellant walter starthilfe ratog units would be fitted in early 1945 a wind tunnel model was tested and a cockpit mockup was constructed but the project was cancelled in february 1945 due to the desperate war situation	a meeting was arranged between junkers
750805	he fled to france at the age of fifteen because of anti semitism however he was disappointed with reality in france and tried germany there he was horrified by what he saw and returned to france becoming a miner he joined a military unit in algeria and thus obtained french citizenship he was disgusted by the violence he witnessed and returned to france becoming a tailor and playing basketball in a jewish sports club there he became a communist and a militant but he was revolted by the assassination of leon trotsky and the excesses of joseph stalin he went to spain where he tried to join the french unit in the international brigades fighting with the spanish republicans but was rejected in 1939 he was mobilized in the french military and was decorated when he was demobilized he went south to the unoccupied part of france lyon where he joined the ftp moi resistant communist movement composed of immigrants his unit was involved in urban sabotage efforts in lyon he met janine sochaczewska who became the mother of his illegitimate son pierre goldman born 22 june 1944 they separated after the liberation and she worked in the polish embassy	he fled to france at the
203510	it refers to two incidents in which u s soldiers were involved in killing 71 unarmed italians and 2 german prisoners of war pows at the regia aeronautica s 504 air base in santo pietro a small village near caltagirone southern sicily italy on 14 july 1943 as part of the allied invasion of sicily the seventh united states army under lieutenant general george s patton and the british eighth army under general sir bernard l montgomery invaded the southeast corner of the island on 10 july 1943 as part of lieutenant general omar n bradley s ii corps the 45th infantry division was given a difficult task despite the fact that it was the only green division i e had no previous combat experience participating in the invasion the 45th division s 157th and 179th infantry regiments were given the task of capturing several coastal towns and the comiso airport before linking up with the 1st canadian infantry division the 180th infantry regiment was given the task of capturing the biscari airfield and linking up the us 1st infantry division the 180th infantry regiment performed so poorly in the first 48 hours of the landing that major general troy	it refers to two incidents in which
934422	jur in 1951 for years he served as a finance court judge in hamburg he was the author of numerous articles on legal and historical subjects during the second world war he served from mid july to mid september 1944 as an ordonnanzoffizier orderly officer on the staff of an anti aircraft detachment stationed near the auschwitz camp as part of his duties he maintained contact with the ss camp command and had unlimited access to the auschwitz main camp where the command was headquartered in 1974 a disciplinary hearing was conducted against st glich then a financial judge owing to his membership in the far right npd party and his incessant publications in far right magazines the result was a forced early retirement with a reduced pension for five years in 1979 the t bingen based grabert verlag published st glich s book der auschwitz mythos legende oder wirklichkeit the auschwitz myth legend or reality in which he denied the existence of gas chambers in the nazi concentration camps and death camps and claimed that all documents relating to the holocaust were forgeries as early as 1980 this book was seized nationwide on the order of the state court	jur in 1951 for years he
1415361	its last known use was by the united states army air force twelfth air force in 1944 during the italian campaign originally built as ponte olivo airport in the 1920s the airport in september 1939 became base for the 41st storm of the italian regia aeronautica with 18 savoia marchetti sm 79 that were later transferred in october 1940 to the italian bases round benghazi in cyrenaica together with comiso airport it was extensively used for the bombing of the british bases on the maltese islands it was the primary objective of the amphibious battle of gela during operation husky on 9 july 1943 the united states army 82d airborne division 505th regimental combat team and the 3d battalion of the 504th parachute regiment was carried by 226 c 47 skytrains of the 61st 313th 314th and 316th troop carrier groups which departed from kairouan airfield tunisia the parachutists mission was to seize the high ground near the airport and to assist the seaborne forces of u s ii corps seventh army in capture of the airfield although the parachute drops were widely scattered the objective was taken this was the first major airborne operation to be undertaken by allied	its last known use was by the
509347	the museum is located in ostrzesz w poland a prisoner of war camp stalag xxi a was established in some of the town buildings in schildberg in nazi occupied poland during 1940 in 1943 the camp was renamed oflag xxi c for the imprisonment of 1 150 military officers transferred from norway on august 16 1943 the german wehrmacht arrested all norwegian officers who were still in norway of the approximately 1 500 officers who were detained probably one third were sent home the following week because of age illness etc the remainder were to become prisoners of the nazis in poland in 1982 eyvind grundt from moss norway was sent to poland on a mission for the norwegian red cross after completing his work he began a search for the town where his father had spent two years as a prisoner of war pow during world war ii it was a difficult task since he only knew the german name of the town schildberg after many inquiries grundt found that schildberg was a small polish city of ostrzesz w in ostrzesz w by chance he made contact with lechoslaw nowakowski a language professor at the local college nowakowski had	the museum is located in ostrzes
629726	she was named for james r caldwell caldwell was launched 15 january 1942 by bethlehem steel corporation san francisco california sponsored by miss a caldwell and commissioned 10 june 1942 lieutenant commander j f newman jr in command on 11 september 1942 caldwell turned her bow northward from san francisco and joined the screen of an aleutians bound convoy for the next 9 months the destroyer battled foul weather as she shepherded shipping and cruised with tg 8 6 in unrewarded search for the enemy in alaskan waters her guns pounded attu twice in preparation for the assault which would recapture that american outpost when soldiers of the 17th and 32d infantry stormed ashore on 11 may 1943 they were covered to the southward by caldwell and the other ships of tg 16 6 with attu taken the destroyer returned to convoy escort caldwell sailed in the screen of the force which carried reinforcements to kiska alaska on 16 august 1943 the day after the first landings on that rugged island caldwell left the fog mists and cold of the aleutians behind in september 1943 and steamed south to join tf 15 for the 18 september air strikes which destroyed	she was named for james r
1188695	their camp was situated in the naliboki forest which was part of poland between world war i and world war ii and which is now in western belarus bielski grew up in the only polish jewish family in stankiewicze the small village in eastern poland now western belarus is located between towns of lida and navahrudak both of which housed jewish ghettos during world war ii tuvia was the son of david and beila bielski who had 12 children 10 boys and two girls tuvia was the third eldest his brothers asael alexander zus and aron were later to become members of his partisan group during the first world war bielski served as an interpreter for the imperial german army which were occupying the western territories of the russian empire already a speaker of yiddish he learned to speak the german language from these men and remembered it all his life in 1927 he was recruited into the polish army where he eventually became a corporal in the 30th infantry battalion after completing his military service bielski returned home in an effort to add to his family s income he rented another mill this income was still inadequate so in	their camp was situated in the n
1285614	kamikaze pilots were generally 18 20 years old poorly trained and flew poorly maintained aircraft as leader of the navy s kamikaze corps 7th showa special attack squadron he led a group of four young men to attack us navy ships yasunori led a group of six planes which departed kanoya air base between 0640 and 0653 on may 11 1945 yasunori dropped a 550 lb bomb and then crashed his a6m zero into the aft portion of the flight deck of the the bomb tore a hole in the port side of the ship and his plane crashed onto the flight deck the ensuing explosion destroyed many of the planes on the deck his plane dragged another plane overboard his wingman kiyoshi ogawa crashed into the ship a few seconds later a third plane crashed into the sea before reaching the ship the fate of the remaining three planes is unknown he and his wingman killed 393 americans and wounded an additional 264 it was the most devastating suicide attack in the pacific war three hundred fifty two of the dead were buried at sea the next day his story is told in danger s hour published by simon	kamikaze pilots were generally
283731	today the bfmc has chapters across america with its national headquarters located in fort worth texas the first european chapter was founded in the azores islands around 1990 other international chapters include canada japan philippines south korea italy germany france belgium and australia the boozefighters mc first gained notoriety at the hollister riot in hollister california the weekend of july 3 6 1947 later portrayed in the 1953 film the wild one starring marlon brando due to the boozefighters motorcycle club and other well known clubs like 13 rebels taking part in the hollister riot and being a non american motorcyclist association ama motorcycle club they are partly responsible for being referred to as the 1 from the ama officials for not belonging to the ama without the lawless behavior of these early motorcycle clubs at both hollister riot in 1947 the 1 outlaw rebel biker term wouldn t exist today an article featuring actor robert patrick current charterholder of boozefighters mc chapter 101 describes the club as a nonprofit organization that raises money to help vets children and the poor the boozefighter motorcycle club was formed by veterans of world war ii wino willie forkner is recognized as the	today the bfmc has chapters
451148	he was a native of baraboo wisconsin during world war ii he served with company f 133rd infantry regiment 34th infantry division near cisterna italy on may 26 1944 newman and his platoon approached a german machine gun emplacement on the anzio nettuno defense line newman scouting ahead of his platoon remained standing under enemy fire to ascertain the positions of the emplacements noting them he proceeded to lead a machine gun unit from his platoon to a position from which they could open fire on the germans however the fire was ineffective newman then single handedly advanced on the two machine gun nests wounding two germans and causing the other two to flee three more germans came rushing forward to another nest but newman killed two of them the third fled newman and his platoon took eleven prisoners newman himself had destroyed three enemy machine gun emplacements he was awarded the medal of honor by general order 5 on january 15 1945 he retired from the service with the rank of captain he is buried in remlik virginia he is one of 61 wisconsinites to be awarded the medal of honor and one of twenty members of the 34th	he was a native of barab
91322	the honorific netaji hindustani respected leader first applied in early 1942 to bose in germany by the indian soldiers of the indische legion and by the german and indian officials in the special bureau for india in berlin was later used throughout india bose had been a leader of the younger radical wing of the indian national congress in the late 1920s and 1930s rising to become congress president in 1938 and 1939 however he was ousted from congress leadership positions in 1939 following differences with mahatma gandhi and the congress high command he was subsequently placed under house arrest by the british before escaping from india in 1940 bose arrived in germany in april 1941 where the leadership offered unexpected if sometimes ambivalent sympathy for the cause of india s independence contrasting starkly with its attitudes towards other colonised peoples and ethnic communities in november 1941 with german funds a free india centre was set up in berlin and soon a free india radio on which bose broadcast nightly a 3 000 strong free india legion comprising indians captured by erwin rommel s afrika korps was also formed to aid in a possible future german land invasion of india	the honorific netaji hindust
214663	for instance christopher hibbert describes him as slavishly pro german born in isernia molise farinacci was raised in poverty and dropped out of school at a young age moving to cremona and beginning working on a railroad there in 1909 around this time period he became an irredentist socialist and a major advocate of italy s participation in the war when world war i began after the war farinacci was an ardent supporter of benito mussolini and his fascist movement he subsequently established himself as the ras local leader a title borrowed from the ethiopian aristocracy of the fascists in cremona publishing the newspaper cremona nuova later on il regime fascista and organizing blackshirts combat squads in 1919 the cremona squads were amongst the most brutal in italy and farinacci effectively used them to terrorize the population into submission to fascist rule in 1922 farinacci appointed himself mayor of cremona quickly rising as one of the most powerful members of the national fascist party gathering around him a large number of supporters farinacci came to represent the most radical syndicalist faction of the party one that thought mussolini to be a too liberal leader likewise mussolini believed farinacci was too	for instance christopher hibbert
1258943	she was converted into a to carry aviation parts and spares and to issue them to the us pacific fleet and activities as needed pontotoc was laid down for the us maritime commission marcom mc hull 2160 by leathem d smith shipbuilding company sturgeon bay wisconsin 15 january 1944 classified ak 206 on 25 february 1944 launched 2 july 1944 acquired from marcom on a loan charter basis 28 february 1945 reclassified ag 94 on 12 march 1945 and commissioned 22 march 1945 lieutenant commander charles w lockard in command after shakedown pontotoc transited the panama canal and arrived pearl harbor 18 april 1945 reclassified as gwinnett class aviation stores issue ship avs 7 effective 25 may pontotoc steamed for the philippine islands reporting for duty 8 july at guiuan samar philippine islands she provided aviation stores on station in the philippines through the end of hostilities pontotoc then proceeded to the 12th naval district she decommissioned and was delivered to the war shipping administration wsa 26 april 1946 at san francisco california she was struck from the navy list 8 may 1946 she was sold 14 august 1947 to the french firm messageries maritimes and renamed taurus in 1960	she was converted into a to carry
1661747	in 1989 he changed his focus to digital art he worked for ten years as a docent and naturalist illustrator at the smithsonian museum of natural history moyer states his primary influences are art nouveau art deco arts crafts classic american illustrators propaganda art and the pre raphaelites corporate clients include paramount pictures sony pictures 20th century fox discovery channel electronic arts hasbro ddb worldwide upper deck careerbuilder bet mcgraw hill alliance theatre dark horse idw publishing broadway play publishing inc and the national zoo in washington d c notable works include posters for musicians tori amos and melissa auf der maur hole and the smashing pumpkins as well as laurel and hardy paintings for the covers of their dvd box set collections and the cover for the documentary he was featured with 13 leading graphic designers in the exhibition pixel artists who use the computer his painting theora won the 2012 chesley award for best cover illustration magazine he was nominated for 3 awards in 2012 moyer painted the 2012 literary pin up calendar for the charity worldbuilders which donates proceeds to heifer international it featured illustrations of classic authors another was published in 2013 featuring modern fantasy authors	in 1989 he changed his focus to
2277908	it was a major update of the earlier type 271 radar offering much more power better signal processing new displays and new antennas with greatly improved performance and had much simpler mounting requirements it allowed a radar with performance formerly found only on cruisers and battleships to be fit even to the smallest corvettes it began to replace the 271 in 1943 and was widespread by the end of the year the type 271 was one of the first microwave frequency radars to enter service when microwave electronics design was still in its infancy while it was still being fit to escort ships during 1941 and 1942 great strides in technique were being made in cavity magnetron waveguide antenna design and general electronics those upgrades that could be easily combined with the existing systems became the 271 mark iv models while those that required longer to develop were originally known as the mark v given the magnitude of the changes in march 1943 the mark v s were renamed as the 277 series the 277 used a 500 kw magnetron compared to the 271 s 5 kw added a much higher gain antenna that was stabilized in pitch replaced the	it was a major update of the
